Age,,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,,bbrefID,year,team
36,us US,R,R,"6' 6""",235,28786,13,33,33,31,33,33,0,0,0,0,0,0,0,0,0,0,0,0,5.6,507500,,lackejo01,2015,STL
37,us US,R,R,"6' 6""",235,28786,14,29,29,28,29,29,0,0,0,0,0,0,0,0,0,0,0,0,2.5,16000000,,lackejo01,2016,CHC
38,us US,R,R,"6' 6""",235,28786,15,32,30,31,31,31,0,0,0,0,0,0,0,0,0,0,1,0,1.1,16000000,,lackejo01,2017,CHC
25,us US,L,L,"6' 4""",205,33064,2,14,14,12,14,14,0,0,0,0,0,0,0,0,0,0,0,0,-0.9,507500,,lambjo02,2016,CIN
27,us US,L,L,"6' 4""",235,30952,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0.3,5000000,,lannajo01,2012,WSN
28,us US,L,L,"6' 4""",235,30952,7,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,2500000,,lannajo01,2013,PHI
29,us US,L,L,"6' 4""",235,30952,8,5,0,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,1500000,,lannajo01,2014,NYM
32,us US,R,R,"6' 4""",220,29714,8,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,625000,,mainejo01,2013,MIA
28,us US,R,R,"6' 6""",235,30671,4,149,107,149,140,0,0,27,0,0,0,70,58,3,131,1,23,4,0.9,495000,,maybejo02,2012,PHI
29,us US,R,R,"6' 6""",235,30671,5,134,89,134,125,0,0,7,0,0,0,9,46,79,134,0,15,8,-0.9,517000,,maybejo02,2013,PHI
30,us US,R,R,"6' 6""",235,30671,6,63,29,63,45,0,0,17,0,0,0,13,11,5,29,0,24,5,-0.1,1587500,,maybejo02,2014,PHI
31,us US,R,R,"6' 6""",235,30671,7,59,23,59,29,0,0,0,0,0,0,19,0,11,30,2,34,0,-0.5,1450000,,maybejo02,2015,NYM
37,us US,R,R,"5' 9""",185,27296,14,70,51,70,62,0,0,0,4,5,54,0,0,0,0,0,12,0,1.1,1500000,,mcdonjo03,2012,ARI
39,us US,R,R,"5' 9""",185,27296,16,95,16,95,90,0,0,0,2,73,16,0,0,0,0,2,10,12,-0.3,850000,,mcdonjo03,2014,LAA
23,us US,R,R,"5' 11""",205,33371,2,32,21,32,30,0,30,0,0,0,0,0,0,0,0,2,4,0,0.5,502700,,murphjr01,2014,NYY
24,us US,R,R,"5' 11""",205,33371,3,67,43,67,65,0,65,0,0,0,0,0,0,0,0,1,3,3,0.4,518700,,murphjr01,2015,NYY
25,us US,R,R,"5' 11""",205,33371,4,26,23,26,25,0,25,0,0,0,0,0,0,0,0,0,1,0,-0.5,528700,,murphjr01,2016,MIN
27,us US,R,R,"5' 11""",205,33371,6,87,45,87,68,0,68,0,0,0,0,0,0,0,0,1,22,0,-0.5,558000,,murphjr01,2018,ARI
23,us US,R,R,"6' 1""",231,33796,1st,13,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,507500,,barbajo01,2016,NYY
25,us US,R,R,"6' 1""",231,33796,3,7,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,548600,,barbajo01,2018,DET
26,do DO,R,R,"5' 11""",229,31458,5,33,33,32,33,33,0,0,0,0,0,0,0,0,0,0,0,0,4.8,5400000,,cuetojo01,2012,CIN
27,do DO,R,R,"5' 11""",229,31458,6,11,11,9,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1.3,7400000,,cuetojo01,2013,CIN
28,do DO,R,R,"5' 11""",229,31458,7,34,34,32,34,34,0,0,0,0,0,0,0,0,0,0,0,0,6.8,10000000,All-Star,cuetojo01,2014,CIN
29,do DO,R,R,"5' 11""",229,31458,8,19,19,17,19,19,0,0,0,0,0,0,0,0,0,0,0,0,3.8,10000000,,cuetojo01,2015,CIN
30,do DO,R,R,"5' 11""",229,31458,9,32,32,31,32,32,0,0,0,0,0,0,0,0,0,0,0,0,5.3,15833333,All-Star,cuetojo01,2016,SFG
31,do DO,R,R,"5' 11""",229,31458,10,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,1.7,21833333,,cuetojo01,2017,SFG
32,do DO,R,R,"5' 11""",229,31458,11,9,9,7,9,9,0,0,0,0,0,0,0,0,0,0,0,0,1.2,21833333,,cuetojo01,2018,SFG
38,us US,L,L,"6' 2""",205,26973,18,64,57,64,56,0,0,0,0,0,0,56,0,0,56,5,6,0,0.3,1250000,,damonjo01,2012,CLE
24,us US,R,R,"5' 8""",185,31968,2,53,46,53,45,0,0,0,45,0,0,0,0,0,0,4,6,0,-0.5,483600,,giavojo01,2012,KCR
26,us US,R,R,"5' 8""",185,31968,4,12,10,12,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0.1,508575,,giavojo01,2014,KCR
27,us US,R,R,"5' 8""",185,31968,5,129,124,129,128,0,0,0,128,0,1,0,0,0,0,0,2,0,0.9,516250,,giavojo01,2015,LAA
28,us US,R,R,"5' 8""",185,31968,6,99,90,99,97,0,0,0,97,0,0,0,0,0,0,0,2,2,0.5,532500,,giavojo01,2016,LAA
27,us US,R,R,"6' 5""",235,32150,2,11,0,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,508500,,edwarjo02,2015,TEX
33,us US,R,R,"6' 6""",210,29125,13,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,,garlajo01,2013,COL
24,us US,R,R,"6' 4""",235,33547,2,29,29,26,29,29,0,0,0,0,0,0,0,0,0,0,0,0,2,509500,,grayjo02,2016,COL
25,us US,R,R,"6' 4""",235,33547,3,20,20,19,20,20,0,0,0,0,0,0,0,0,0,0,0,0,2.9,540000,,grayjo02,2017,COL
26,us US,R,R,"6' 4""",235,33547,4,31,31,29,31,31,0,0,0,0,0,0,0,0,0,0,0,0,1.6,555000,,grayjo02,2018,COL
27,us US,L,L,"5' 11""",195,31121,3,117,108,117,116,0,0,0,0,0,0,0,116,0,116,0,1,3,3.3,504000,,jayjo02,2012,STL
28,us US,L,L,"5' 11""",195,31121,4,157,141,157,152,0,0,0,0,0,0,0,152,0,152,0,8,1,1.4,524000,,jayjo02,2013,STL
29,us US,L,L,"5' 11""",195,31121,5,140,109,140,125,0,0,0,0,0,0,27,98,33,158,0,23,1,2.8,3250000,,jayjo02,2014,STL
30,us US,L,L,"5' 11""",195,31121,6,79,53,79,64,0,0,0,0,0,0,17,54,7,78,0,18,1,-0.2,4125000,,jayjo02,2015,STL
31,us US,L,L,"5' 11""",195,31121,7,90,82,90,86,0,0,0,0,0,0,8,72,9,89,0,7,1,1.2,6850000,,jayjo02,2016,SDG
32,us US,L,L,"5' 11""",195,31121,8,141,88,141,111,1,0,0,0,0,0,64,54,19,137,2,46,0,1,8000000,,jayjo02,2017,CHC
33,us US,L,L,"5' 11""",195,31121,9,84,62,84,67,0,0,0,0,0,0,14,10,45,67,0,19,0,0,3000000,,jayjo02,2018,ARI
28,us US,L,L,"6' 4""",240,30688,7,33,33,2,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0.2,7625000,,lestejo01,2012,BOS
29,us US,L,L,"6' 4""",240,30688,8,33,33,2,33,33,0,0,0,0,0,0,0,0,0,0,0,0,2.9,11625000,,lestejo01,2013,BOS
30,us US,L,L,"6' 4""",240,30688,9,11,11,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1.8,13000000,,lestejo01,2014,OAK
31,us US,L,L,"6' 4""",240,30688,10,32,32,30,32,32,0,0,0,0,0,0,0,0,0,0,0,0,2.5,20000000,,lestejo01,2015,CHC
32,us US,L,L,"6' 4""",240,30688,11,33,32,30,32,32,0,0,0,0,0,0,0,0,0,0,1,0,5.5,25000000,All-Star,lestejo01,2016,CHC
33,us US,L,L,"6' 4""",240,30688,12,32,32,30,32,32,0,0,0,0,0,0,0,0,0,0,0,0,1,25000000,,lestejo01,2017,CHC
34,us US,L,L,"6' 4""",240,30688,13,34,32,31,32,32,0,0,0,0,0,0,0,0,0,0,2,0,3.3,27500000,All-Star,lestejo01,2018,CHC
24,us US,R,R,"6' 4""",210,33465,2,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,508000,,moscojo01,2016,CIN
25,us US,L,L,"6' 3""",215,31712,5,30,30,28,30,30,0,0,0,0,0,0,0,0,0,0,0,0,3.8,769500,,niesejo01,2012,NYM
26,us US,L,L,"6' 3""",215,31712,6,24,24,22,24,24,0,0,0,0,0,0,0,0,0,0,0,0,1.2,3000000,,niesejo01,2013,NYM
27,us US,L,L,"6' 3""",215,31712,7,31,30,29,30,30,0,0,0,0,0,0,0,0,0,0,1,0,1.7,5000000,,niesejo01,2014,NYM
28,us US,L,L,"6' 3""",215,31712,8,33,29,31,33,33,0,0,0,0,0,0,0,0,0,0,0,0,1,7000000,,niesejo01,2015,NYM
29,us US,L,L,"6' 3""",215,31712,9,6,2,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,9000000,,niesejo01,2016,NYM
33,us US,R,R,"6' 11""",290,28760,10,73,0,68,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3500000,,rauchjo01,2012,NYM
34,us US,R,R,"6' 11""",290,28760,11,15,0,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,1000000,,rauchjo01,2013,MIA
22,us US,L,L,"6' 2""",230,33499,1st,95,86,95,91,0,0,91,0,0,0,0,0,0,0,0,6,0,-0.8,1500000,,singljo02,2014,HOU
23,us US,L,L,"6' 2""",230,33499,2,19,13,19,14,0,0,14,0,0,0,0,0,0,0,4,4,0,-0.2,2000000,,singljo02,2015,HOU
29,pr PR,R,R,"6' 5""",270,30254,5,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,490000,,albaljo01,2012,ARI
28,us US,R,R,"6' 4""",285,30849,8,35,0,4,35,35,0,0,0,0,0,0,0,0,0,0,0,0,1.2,4000000,,broxtjo01,2012,KCR
29,us US,R,R,"6' 4""",285,30849,9,34,0,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,4000000,,broxtjo01,2013,CIN
30,us US,R,R,"6' 4""",285,30849,10,11,0,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,7000000,,broxtjo01,2014,MIL
31,us US,R,R,"6' 4""",285,30849,11,26,0,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0.4,9000000,,broxtjo01,2015,STL
32,us US,R,R,"6' 4""",285,30849,12,66,0,62,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,3750000,,broxtjo01,2016,STL
33,us US,R,R,"6' 4""",285,30849,13,20,0,19,20,20,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,3750000,,broxtjo01,2017,STL
27,ve VE,B,R,"5' 9""",180,30989,4,86,55,86,69,0,0,0,19,13,42,0,0,0,0,0,17,1,-0.4,482000,,herrejo03,2012,COL
28,ve VE,B,R,"5' 9""",180,30989,5,81,45,81,66,0,0,0,22,5,42,2,0,0,2,0,17,3,0.3,900000,,herrejo03,2013,COL
29,ve VE,B,R,"5' 9""",180,30989,6,42,24,42,38,0,0,1,9,14,16,0,0,0,0,2,6,4,-0.2,1300000,,herrejo03,2014,BOS
30,ve VE,B,R,"5' 9""",180,30989,7,73,25,73,45,0,0,0,29,16,1,0,0,0,0,0,31,6,-0.4,900000,,herrejo03,2015,CHC
24,us US,R,R,"6' 2""",235,34129,2,37,0,4,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0.5,536875,,holdejo02,2017,NYY
25,us US,R,R,"6' 2""",235,34129,3,60,1,6,60,60,0,0,0,0,0,0,0,0,0,0,0,0,1,553850,,holdejo02,2018,NYY
23,ni NI,R,R,"5' 11""",165,34640,1st,9,4,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,545000,,loaisjo01,2018,NYY
26,us US,R,R,"6' 0""",200,31576,3,96,80,96,88,0,88,0,0,0,0,0,0,0,0,0,13,0,3.3,500000,,lucrojo01,2012,MIL
27,us US,R,R,"6' 0""",200,31576,4,147,134,147,136,0,126,14,0,0,0,0,0,0,0,3,12,0,2.9,750000,,lucrojo01,2013,MIL
28,us US,R,R,"6' 0""",200,31576,5,153,150,153,149,0,136,19,0,0,0,0,0,0,0,1,3,0,6.6,2000000,All-Star,lucrojo01,2014,MIL
29,us US,R,R,"6' 0""",200,31576,6,103,92,103,93,0,86,7,0,0,0,0,0,0,0,1,11,0,1,3000000,,lucrojo01,2015,MIL
30,us US,R,R,"6' 0""",200,31576,7,47,42,47,44,0,44,0,0,0,0,0,0,0,0,0,3,0,1.5,4000000,,lucrojo01,2016,TEX
31,us US,R,R,"6' 0""",200,31576,8,77,75,77,66,0,66,1,0,0,0,0,0,0,0,10,2,0,-0.3,5250000,,lucrojo01,2017,TEX
32,us US,R,R,"6' 0""",200,31576,9,126,119,126,125,0,125,0,0,0,0,0,0,0,0,1,3,0,-0.7,6500000,,lucrojo01,2018,OAK
31,us US,R,R,"6' 5""",230,29548,8,70,0,67,70,70,0,0,0,0,0,0,0,0,0,0,0,0,1.6,11000058,All-Star,papeljo01,2012,PHI
32,us US,R,R,"6' 5""",230,29548,9,61,0,58,61,61,0,0,0,0,0,0,0,0,0,0,0,0,1.4,13000000,,papeljo01,2013,PHI
33,us US,R,R,"6' 5""",230,29548,10,66,0,64,66,66,0,0,0,0,0,0,0,0,0,0,0,0,2.9,13000000,,papeljo01,2014,PHI
34,us US,R,R,"6' 5""",230,29548,11,22,0,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,13000000,,papeljo01,2015,WSN
35,us US,R,R,"6' 5""",230,29548,12,37,0,34,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,11000000,,papeljo01,2016,WSN
23,us US,L,R,"6' 5""",230,33073,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,500000,,pettijo02,2014,PHI
29,pr PR,L,L,"6' 0""",200,30274,7,12,12,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0,-1.3,5600000,,sanchjo01,2012,KCR
30,pr PR,L,L,"6' 0""",200,30274,8,6,4,6,5,5,0,0,0,0,0,0,0,0,0,0,1,0,-0.9,1375000,,sanchjo01,2013,PIT
22,cw CW,R,R,"6' 1""",225,33527,2,137,126,137,137,0,0,0,123,17,0,0,0,0,0,0,3,1,1.3,500500,,schoojo01,2014,BAL
23,cw CW,R,R,"6' 1""",225,33527,3,86,82,86,84,0,0,0,84,0,0,0,0,0,0,0,2,0,1.4,515000,,schoojo01,2015,BAL
24,cw CW,R,R,"6' 1""",225,33527,4,162,162,162,162,0,0,0,162,0,0,0,0,0,0,0,0,0,2.4,522500,,schoojo01,2016,BAL
25,cw CW,R,R,"6' 1""",225,33527,5,160,160,160,160,0,0,0,159,0,5,0,0,0,0,0,0,0,5.2,3475000,All-Star,schoojo01,2017,BAL
26,cw CW,R,R,"6' 1""",225,33527,6,85,84,85,85,0,0,0,85,0,2,0,0,0,0,0,0,0,1.3,8500000,,schoojo01,2018,BAL
23,do DO,B,R,"6' 1""",215,33360,2,87,78,87,82,0,0,0,0,0,82,0,0,0,0,4,0,6,0.5,503800,,villajo01,2014,HOU
25,do DO,B,R,"6' 1""",215,33360,4,156,152,156,153,0,0,0,11,42,108,0,0,0,0,0,4,0,3.9,512900,,villajo01,2016,MIL
26,do DO,B,R,"6' 1""",215,33360,5,122,90,122,101,0,0,0,98,0,0,0,6,0,6,1,27,2,0.1,554500,,villajo01,2017,MIL
27,do DO,B,R,"6' 1""",215,33360,6,87,64,87,74,0,0,0,74,0,0,0,0,0,0,0,13,1,1.4,2550000,,villajo01,2018,MIL
31,us US,R,R,"6' 1""",230,29547,10,99,74,99,42,0,0,0,0,0,0,39,0,3,42,53,18,1,1.8,1000000,,gomesjo01,2012,OAK
32,us US,R,R,"6' 1""",230,29547,11,116,76,116,101,0,0,0,0,0,0,98,0,4,102,10,30,1,1.1,5000000,,gomesjo01,2013,BOS
33,us US,R,R,"6' 1""",230,29547,12,78,53,78,75,0,0,0,0,0,0,65,0,11,76,2,20,1,-0.1,5000000,,gomesjo01,2014,BOS
34,us US,R,R,"6' 1""",230,29547,13,83,47,83,60,1,0,0,0,0,0,59,0,2,61,0,34,0,-0.5,4000000,,gomesjo01,2015,ATL
27,us US,L,L,"6' 3""",200,31126,3,66,0,60,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0.4,533000,,ventejo01,2012,ATL
21,us US,R,R,"6' 2""",185,35314,1st,73,0,67,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0.3,545000,,hicksjo03,2018,STL
23,us US,R,R,"6' 5""",230,33165,4,23,22,23,22,22,0,0,0,0,0,0,0,0,0,0,1,0,1.4,502000,,lylesjo01,2014,COL
24,us US,R,R,"6' 5""",230,33165,5,11,10,10,10,10,0,0,0,0,0,0,0,0,0,0,1,0,-0.1,2475000,,lylesjo01,2015,COL
25,us US,R,R,"6' 5""",230,33165,6,40,5,37,40,40,0,0,0,0,0,0,0,0,0,0,0,0,-1,2975000,,lylesjo01,2016,COL
26,us US,R,R,"6' 5""",230,33165,7,33,0,32,33,33,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,3175000,,lylesjo01,2017,COL
27,us US,R,R,"6' 5""",230,33165,8,26,9,25,25,25,0,0,0,0,0,0,0,0,0,0,0,1,0.1,750000,,lylesjo01,2018,SDG
24,us US,L,L,"6' 6""",225,33965,1st,29,29,2,29,29,0,0,0,0,0,0,0,0,0,0,0,0,2.9,535000,,montgjo01,2017,NYY
25,us US,L,L,"6' 6""",225,33965,2,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0.6,580450,,montgjo01,2018,NYY
25,do DO,L,L,"6' 0""",195,31754,3,39,0,2,39,39,0,0,0,0,0,0,0,0,0,0,0,0,1.1,482500,,norbejo01,2012,OAK
26,us US,R,R,"6' 1""",200,31442,2,132,120,132,125,0,5,43,0,82,0,0,0,0,0,0,8,1,-0.3,480000,,pachejo01,2012,COL
27,us US,R,R,"6' 1""",200,31442,3,95,51,95,57,0,15,43,0,0,0,1,0,0,1,1,40,0,-1.7,491000,,pachejo01,2013,COL
28,us US,R,R,"6' 1""",200,31442,4,22,20,22,22,0,19,4,1,0,0,0,0,0,0,0,0,0,-0.4,502000,,pachejo01,2014,COL
29,us US,R,R,"6' 1""",200,31442,5,29,13,29,20,0,18,2,0,1,0,0,0,0,0,0,12,0,-0.3,900000,,pachejo01,2015,ARI
25,us US,L,L,"6' 1""",205,31659,3,106,82,106,87,0,0,0,0,0,0,0,87,0,87,0,14,8,-0.7,489000,,schafjo02,2012,HOU
26,us US,L,L,"6' 1""",205,31659,4,94,51,94,68,0,0,0,0,0,0,15,30,29,74,0,28,7,0.9,512500,,schafjo02,2013,ATL
27,us US,L,L,"6' 1""",205,31659,5,63,13,63,30,0,0,0,0,0,0,15,11,5,31,1,28,11,-0.2,1090000,,schafjo02,2014,ATL
28,us US,L,L,"6' 1""",205,31659,6,27,20,27,27,0,0,0,0,0,0,1,26,0,27,0,1,1,-0.5,1550000,,schafjo02,2015,MIN
24,us US,R,R,"6' 5""",250,32097,3,45,0,5,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0.4,495000,,waldejo01,2012,LAA
25,us US,R,R,"6' 5""",250,32097,4,50,0,46,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0.3,541500,,waldejo01,2013,ATL
26,us US,R,R,"6' 5""",250,32097,5,58,0,57,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1490000,,waldejo01,2014,ATL
27,us US,R,R,"6' 5""",250,32097,6,12,0,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0.6,2675000,,waldejo01,2015,STL
26,us US,R,R,"6' 2""",225,31555,4,32,32,30,32,32,0,0,0,0,0,0,0,0,0,0,0,0,5.5,2300000,,zimmejo02,2012,WSN
27,us US,R,R,"6' 2""",225,31555,5,32,32,29,32,32,0,0,0,0,0,0,0,0,0,0,0,0,3.6,5350000,All-Star,zimmejo02,2013,WSN
28,us US,R,R,"6' 2""",225,31555,6,32,32,30,32,32,0,0,0,0,0,0,0,0,0,0,0,0,4.9,7500000,All-Star,zimmejo02,2014,WSN
29,us US,R,R,"6' 2""",225,31555,7,33,33,31,33,33,0,0,0,0,0,0,0,0,0,0,0,0,3,16500000,,zimmejo02,2015,WSN
30,us US,R,R,"6' 2""",225,31555,8,19,18,3,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0.4,18000000,,zimmejo02,2016,DET
31,us US,R,R,"6' 2""",225,31555,9,29,29,3,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0.3,18000000,,zimmejo02,2017,DET
32,us US,R,R,"6' 2""",225,31555,10,25,25,2,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0.6,24000000,,zimmejo02,2018,DET
25,do DO,L,R,"6' 0""",190,32134,2,66,25,66,38,0,0,0,12,0,1,5,16,8,29,0,35,0,-0.5,496645,,valdejo02,2013,NYM
27,us US,R,R,"6' 3""",210,31651,3,149,137,149,144,0,0,0,0,0,144,0,0,1,1,0,6,1,2.8,515500,,mercejo03,2014,PIT
28,us US,R,R,"6' 3""",210,31651,4,116,108,116,115,0,0,0,0,0,115,0,0,0,0,0,3,0,0.3,538000,,mercejo03,2015,PIT
29,us US,R,R,"6' 3""",210,31651,5,149,142,149,146,0,0,0,0,0,146,0,0,0,0,0,3,0,0.9,2075000,,mercejo03,2016,PIT
30,us US,R,R,"6' 3""",210,31651,6,145,143,145,144,0,0,0,0,0,144,0,0,0,0,0,1,0,1.2,4325000,,mercejo03,2017,PIT
31,us US,R,R,"6' 3""",210,31651,7,117,116,117,117,0,0,0,0,0,117,0,0,0,0,0,0,0,0.1,6750000,,mercejo03,2018,PIT
25,co CO,R,R,"6' 2""",225,34131,3,108,98,108,105,0,104,0,0,1,0,0,0,0,0,0,5,0,1.2,547000,,alfarjo01,2018,PHI
31,mx MX,L,L,"6' 1""",215,29681,9,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,10000000,,rosajo01,2012,COL
32,mx MX,L,L,"6' 1""",215,29681,10,30,30,28,30,30,0,0,0,0,0,0,0,0,0,0,0,0,3.7,11000000,,rosajo01,2013,COL
33,mx MX,L,L,"6' 1""",215,29681,11,32,32,30,32,32,0,0,0,0,0,0,0,0,0,0,0,0,2.4,11000000,,rosajo01,2014,COL
34,mx MX,L,L,"6' 1""",215,29681,12,26,26,25,26,26,0,0,0,0,0,0,0,0,0,0,0,0,2.3,12500000,,rosajo01,2015,COL
35,mx MX,L,L,"6' 1""",215,29681,13,27,24,24,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,12500000,,rosajo01,2016,COL
36,mx MX,L,L,"6' 1""",215,29681,14,66,0,64,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2250000,,rosajo01,2017,ARI
37,mx MX,L,L,"6' 1""",215,29681,15,43,0,41,42,42,0,0,0,0,0,0,0,0,0,0,1,0,-0.2,2250000,,rosajo01,2018,ARI
23,do DO,B,R,"5' 11""",200,34155,4,133,129,133,130,0,0,0,0,0,130,0,0,0,0,2,2,0,2.2,540000,,polanjo01,2017,MIN
24,do DO,B,R,"5' 11""",200,34155,5,77,76,77,76,0,0,0,0,0,76,0,0,0,0,0,1,0,1.5,575000,,polanjo01,2018,MIN
23,cu CU,R,R,"6' 4""",230,33659,2,101,94,101,95,0,0,0,0,0,0,0,0,95,95,1,7,0,0,2666667,,solerjo01,2015,CHC
24,cu CU,R,R,"6' 4""",230,33659,3,86,63,86,60,0,0,0,0,0,0,53,0,7,60,7,21,0,0.1,3666667,,solerjo01,2016,CHC
25,cu CU,R,R,"6' 4""",230,33659,4,35,25,35,22,0,0,0,0,0,0,7,0,15,22,11,5,0,-1.4,3666667,,solerjo01,2017,KCR
26,cu CU,R,R,"6' 4""",230,33659,5,61,61,61,52,0,0,0,0,0,0,0,0,52,52,9,0,0,0.9,4666667,,solerjo01,2018,KCR
27,cu CU,R,R,"6' 3""",255,31806,1st,145,144,145,109,0,0,109,0,0,0,0,0,0,0,35,1,0,5.8,7000000,All-Star,abreujo02,2014,CHW
28,cu CU,R,R,"6' 3""",255,31806,2,154,154,154,115,0,0,115,0,0,0,0,0,0,0,39,0,0,3.8,8666000,,abreujo02,2015,CHW
29,cu CU,R,R,"6' 3""",255,31806,3,159,159,159,152,0,0,152,0,0,0,0,0,0,0,7,0,0,2.7,13334000,,abreujo02,2016,CHW
30,cu CU,R,R,"6' 3""",255,31806,4,156,156,156,139,0,0,139,0,0,0,0,0,0,0,18,0,0,4.7,10825000,,abreujo02,2017,CHW
31,cu CU,R,R,"6' 3""",255,31806,5,128,127,128,114,0,0,114,0,0,0,0,0,0,0,13,1,0,1.7,13000000,All-Star,abreujo02,2018,CHW
22,ve VE,R,R,"5' 6""",165,32999,2,147,142,147,147,0,0,0,147,0,0,0,0,0,0,0,2,0,1.4,483000,All-Star,altuvjo01,2012,HOU
23,ve VE,R,R,"5' 6""",165,32999,3,152,152,152,145,0,0,0,145,0,0,0,0,0,0,7,0,0,1,505700,,altuvjo01,2013,HOU
24,ve VE,R,R,"5' 6""",165,32999,4,158,157,158,156,0,0,0,156,0,0,0,0,0,0,1,1,0,6.1,1250000,All-Star,altuvjo01,2014,HOU
25,ve VE,R,R,"5' 6""",165,32999,5,154,154,154,153,0,0,0,153,0,0,0,0,0,0,1,0,0,4.8,2500000,All-Star,altuvjo01,2015,HOU
26,ve VE,R,R,"5' 6""",165,32999,6,161,160,161,148,0,0,0,148,0,1,0,0,0,0,13,0,1,7.7,3500000,All-Star,altuvjo01,2016,HOU
27,ve VE,R,R,"5' 6""",165,32999,7,153,151,153,149,0,0,0,149,0,0,0,0,0,0,3,1,1,8.3,4500000,All-Star,altuvjo01,2017,HOU
28,ve VE,R,R,"5' 6""",165,32999,8,137,136,137,130,0,0,0,130,0,0,0,0,0,0,6,1,0,5.2,9000000,All-Star,altuvjo01,2018,HOU
25,ve VE,L,L,"5' 11""",180,32634,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,502000,,alvarjo02,2014,LAA
26,ve VE,L,L,"5' 11""",180,32634,3,64,0,3,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0.4,509500,,alvarjo02,2015,LAA
27,ve VE,L,L,"5' 11""",180,32634,4,64,0,3,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,519500,,alvarjo02,2016,LAA
28,ve VE,L,L,"5' 11""",180,32634,5,64,0,5,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0.2,557500,,alvarjo02,2017,LAA
29,ve VE,L,L,"5' 11""",180,32634,6,76,0,5,76,76,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1050000,,alvarjo02,2018,LAA
28,do DO,R,R,"6' 0""",190,30753,4,66,0,64,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0.5,800000,,arredjo01,2012,CIN
31,do DO,R,R,"6' 0""",205,29513,9,92,92,92,90,0,0,4,0,1,0,0,0,90,90,2,0,0,3.8,14000000,All-Star,bautijo02,2012,TOR
32,do DO,R,R,"6' 0""",205,29513,10,118,118,118,111,0,0,1,0,3,0,0,0,109,109,7,0,0,4.3,14000000,All-Star,bautijo02,2013,TOR
33,do DO,R,R,"6' 0""",205,29513,11,155,154,155,141,0,0,12,0,0,0,0,12,131,143,13,1,0,6.7,14000000,All-Star,bautijo02,2014,TOR
